Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2023.10.17 06:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;200,11;K;V;2149,15
2023.10.17 07:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;201,38;K;V;2162,73
2023.10.17 08:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;192,76;K;V;2070,17
2023.10.17 09:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;205,83;K;V;2210,53
2023.10.17 10:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;255,43;K;V;2743,23
2023.10.17 11:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;195,24;K;V;2096,79
2023.10.17 12:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;223,22;K;V;2397,29
2023.10.17 13:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;279,72;K;V;3004,09
2023.10.17 14:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;269,65;K;V;2896,02
2023.10.17 15:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;273,24;K;V;2934,51
2023.10.17 06:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;482,79;K;V;5185,03
2023.10.17 07:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;481,84;K;V;5174,84
2023.10.17 08:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;501,73;K;V;5388,51
2023.10.17 09:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;420,17;K;V;4512,56
2023.10.17 10:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;364;K;V;3909,34
2023.10.17 11:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;321,71;K;V;3455,09
2023.10.17 12:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;294,26;K;V;3160,27
2023.10.17 13:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;281,22;K;V;3020,3
2023.10.17 14:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;274,45;K;V;2947,53
2023.10.17 15:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;274,41;K;V;2947,15
2023.10.17 06:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,04;K;V;193,69
2023.10.17 07:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;20,27;K;V;217,7
2023.10.17 08:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;23,57;K;V;253,15
2023.10.17 09:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;22,35;K;V;240,08
2023.10.17 10:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,94;K;V;203,44
2023.10.17 11:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,85;K;V;202,44
2023.10.17 12:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;20,97;K;V;225,26
2023.10.17 13:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,68;K;V;200,61
2023.10.17 14:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;16,43;K;V;176,5
2023.10.17 15:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,64;K;V;200,14
