Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2023.01.10 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1292,490;K;V;13648,09500
2023.01.10 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1334,370;K;V;14090,32900
2023.01.10 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1333,740;K;V;14083,67600
2023.01.10 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1518,630;K;V;16036,02900
2023.01.10 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1376,350;K;V;14533,61800
2023.01.10 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1478,420;K;V;15611,43000
2023.01.10 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1376,900;K;V;14539,42600
2023.01.10 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1316,310;K;V;13899,62300
2023.01.10 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1398,119;K;V;14763,48900
2023.01.10 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1357,750;K;V;14337,21100
2023.01.10 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1480,500;K;V;15633,39400
2023.01.10 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1461,300;K;V;15430,65100
2023.01.10 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1441,340;K;V;15219,88200
2023.01.10 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1502,800;K;V;15868,87100
2023.01.10 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1523,940;K;V;16092,10000
2023.01.10 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1381,990;K;V;14593,17400
2023.01.10 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1422,270;K;V;15018,51200
2023.01.10 23:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1402,070;K;V;14805,20900
2023.01.11 00:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1421,700;K;V;15012,49300
2023.01.11 01:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1299,990;K;V;13727,29200
2023.01.11 02:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1279,079;K;V;13506,48100
2023.01.11 03:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1422,680;K;V;15022,84100
2023.01.11 04:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1341,260;K;V;14163,08400
2023.01.11 05:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1259,050;K;V;13294,98400
2023.01.10 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1672,103;K;V;17656,63300
2023.01.10 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1673,485;K;V;17671,22600
2023.01.10 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1673,730;K;V;17673,81300
2023.01.10 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1673,804;K;V;17674,59400
2023.01.10 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,615;K;V;17683,15800
2023.01.10 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,199;K;V;17678,76500
2023.01.10 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,233;K;V;17679,12400
2023.01.10 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1675,143;K;V;17688,73400
2023.01.10 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,437;K;V;17681,27900
2023.01.10 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,391;K;V;17680,79300
2023.01.10 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1695,591;K;V;17904,65500
2023.01.10 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1673,656;K;V;17673,03200
2023.01.10 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1695,811;K;V;17906,97800
2023.01.10 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,178;K;V;17678,54400
2023.01.10 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1696,479;K;V;17914,03200
2023.01.10 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1675,689;K;V;17694,49900
2023.01.10 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1699,130;K;V;17942,02500
2023.01.10 23:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1678,122;K;V;17720,19000
2023.01.11 00:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1679,594;K;V;17735,73400
2023.01.11 01:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1702,066;K;V;17973,02800
2023.01.11 02:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1679,303;K;V;17732,66100
2023.01.11 03:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1678,812;K;V;17727,47700
2023.01.11 04:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1699,612;K;V;17947,11500
2023.01.11 05:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,418;K;V;17681,07800
2023.01.10 06:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;457,007;K;V;4957,72700
2023.01.10 07:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;472,915;K;V;5130,30100
2023.01.10 08:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;409,553;K;V;4442,93400
2023.01.10 09:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;375,265;K;V;4070,96900
2023.01.10 10:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;375,952;K;V;4078,42200
2023.01.10 11:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;424,311;K;V;4603,03300
2023.01.10 12:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;396,653;K;V;4302,99200
2023.01.10 13:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;383,369;K;V;4158,88400
2023.01.10 14:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;411,308;K;V;4461,97300
2023.01.10 15:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;390,148;K;V;4232,42400
2023.01.10 16:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;375,955;K;V;4078,45500
2023.01.10 17:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;369,648;K;V;4010,03500
2023.01.10 18:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;431,772;K;V;4683,97200
2023.01.10 19:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;398,159;K;V;4319,32900
2023.01.10 20:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;357,927;K;V;3882,88200
2023.01.10 21:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;365,947;K;V;3969,88500
2023.01.10 22:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;387,729;K;V;4206,18200
2023.01.10 23:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;422,997;K;V;4588,77800
2023.01.11 00:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;394,627;K;V;4281,01300
2023.01.11 01:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;373,633;K;V;4053,26500
2023.01.11 02:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;380,419;K;V;4126,88100
2023.01.11 03:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;379,878;K;V;4121,01200
2023.01.11 04:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;364,541;K;V;3954,63300
2023.01.11 05:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;364,541;K;P;3954,63300
2023.01.10 06:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 07:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 08:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 09:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 10:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 11:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 12:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 13:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 14:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 15:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 16:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 17:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;0,000;K;V;0,00000
2023.01.10 18:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;69,584;K;V;746,54700
2023.01.10 19:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;77,770;K;V;834,37200
2023.01.10 20:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;85,865;K;V;921,22100
2023.01.10 21:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;76,523;K;V;820,99300
2023.01.10 22:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;75,241;K;V;807,23900
2023.01.10 23:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;74,002;K;V;793,94600
2023.01.11 00:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;72,827;K;V;781,34000
2023.01.11 01:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;75,650;K;V;811,62700
2023.01.11 02:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;71,663;K;V;768,85200
2023.01.11 03:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;71,766;K;V;769,95700
2023.01.11 04:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;73,153;K;V;784,83700
2023.01.11 05:00:00;39X60TIGAZ00000B;39N112580123000W;K26950700006273;50,147;K;V;538,01300
2023.01.10 06:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;518,235;K;V;5472,32100
2023.01.10 07:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;499,223;K;V;5271,56300
2023.01.10 08:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;494,743;K;V;5224,25700
2023.01.10 09:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;489,907;K;V;5173,19100
2023.01.10 10:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;401,790;K;V;4242,71600
2023.01.10 11:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;350,651;K;V;3702,71200
2023.01.10 12:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;419,609;K;V;4430,87700
2023.01.10 13:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;373,156;K;V;3940,35400
2023.01.10 14:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;378,991;K;V;4001,96900
2023.01.10 15:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;500,138;K;V;5281,22500
2023.01.10 16:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;581,726;K;V;6142,75700
2023.01.10 17:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;583,012;K;V;6156,33600
2023.01.10 18:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;555,735;K;V;5868,30400
2023.01.10 19:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;507,760;K;V;5361,71000
2023.01.10 20:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;515,189;K;V;5440,15700
2023.01.10 21:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;438,381;K;V;4629,10000
