Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2023.01.12 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1262,560;K;V;13312,08300
2023.01.12 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1509,230;K;V;15912,90300
2023.01.12 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1448,070;K;V;15268,04900
2023.01.12 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1262,590;K;V;13312,39900
2023.01.12 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1489,450;K;V;15704,34800
2023.01.12 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1447,320;K;V;15260,14100
2023.01.12 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1652,359;K;V;17422,01500
2023.01.12 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1158,800;K;V;12218,06600
2023.01.12 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1261,410;K;V;13299,95800
2023.01.12 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1303,030;K;V;13738,78700
2023.01.12 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1343,570;K;V;14166,23000
2023.01.12 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1487,670;K;V;15685,58000
2023.01.12 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1385,639;K;V;14609,79400
2023.01.12 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1426,300;K;V;15038,51200
2023.01.12 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1303,120;K;V;13739,73600
2023.01.12 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1263,030;K;V;13317,03800
2023.01.12 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1406,790;K;V;14832,80400
