Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000190000S;2008/24;;K;V;1087,258
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000190000S;2008/24;;K;V;1076,275
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000190000S;2008/24;;K;V;1087,258
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000190000S;2008/24;;K;V;1109,222
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000190000S;2008/24;;K;V;1076,275
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000190000S;2008/24;;K;V;702,874
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000210000W;2007/30;;K;V;647,962
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000210000W;2007/30;;K;V;779,750
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000210000W;2007/30;;K;V;669,926
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000210000W;2007/30;;K;V;658,944
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000210000W;2007/30;;K;V;406,349
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000210000W;2007/30;;K;V;285,542
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000001000A;SC08000001933;;K;V;1089,454
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000001000A;SC08000001933;;K;V;1150,297
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000001000A;SC08000001933;;K;V;1152,054
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000001000A;SC08000001933;;K;V;1134,921
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000001000A;SC08000001933;;K;V;1136,239
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000001000A;SC08000001933;;K;V;1156,557
2022.07.15 06:00:00;39X60FOGAZ00000V;39N0600002750008;16/002;;K;V;3597,065
2022.07.15 07:00:00;39X60FOGAZ00000V;39N0600002750008;16/002;;K;V;4373,960
2022.07.15 08:00:00;39X60FOGAZ00000V;39N0600002750008;16/002;;K;V;3148,215
2022.07.15 09:00:00;39X60FOGAZ00000V;39N0600002750008;16/002;;K;V;4809,632
2022.07.15 10:00:00;39X60FOGAZ00000V;39N0600002750008;16/002;;K;V;4446,444
2022.07.15 11:00:00;39X60FOGAZ00000V;39N0600002750008;16/002;;K;V;5020,824
2022.07.15 06:00:00;39X60FOGAZ00000V;39N0600002750008;SC08000006330;;K;V;0,000
2022.07.15 07:00:00;39X60FOGAZ00000V;39N0600002750008;SC08000006330;;K;V;0,000
2022.07.15 08:00:00;39X60FOGAZ00000V;39N0600002750008;SC08000006330;;K;V;0,000
2022.07.15 09:00:00;39X60FOGAZ00000V;39N0600002750008;SC08000006330;;K;V;0,000
2022.07.15 10:00:00;39X60FOGAZ00000V;39N0600002750008;SC08000006330;;K;V;0,000
2022.07.15 11:00:00;39X60FOGAZ00000V;39N0600002750008;SC08000006330;;K;V;0,000
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000310000P;2005/06;;K;V;2042,726
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000310000P;2005/06;;K;V;1998,797
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000310000P;2005/06;;K;V;2009,779
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000310000P;2005/06;;K;V;2031,744
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000310000P;2005/06;;K;V;2042,726
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000310000P;2005/06;;K;V;2020,762
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000316000W;2007/26;;K;V;87,859
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000316000W;2007/26;;K;V;164,736
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000316000W;2007/26;;K;V;175,718
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000316000W;2007/26;;K;V;175,718
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000316000W;2007/26;;K;V;153,754
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000316000W;2007/26;;K;V;175,718
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000435000I;2009/04;;K;V;2602,829
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000435000I;2009/04;;K;V;2460,058
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000435000I;2009/04;;K;V;2679,706
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000435000I;2009/04;;K;V;2987,213
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000435000I;2009/04;;K;V;2778,547
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000435000I;2009/04;;K;V;1471,642
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060000445000C;2008/17;;K;V;0,000
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060000445000C;2008/17;;K;V;0,000
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060000445000C;2008/17;;K;V;0,000
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060000445000C;2008/17;;K;V;0,000
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060000445000C;2008/17;;K;V;0,000
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060000445000C;2008/17;;K;V;0,000
2022.07.15 06:00:00;39X60FOGAZ00000V;39N0600008660004;2011/31;;K;V;3690,086
2022.07.15 07:00:00;39X60FOGAZ00000V;39N0600008660004;2011/31;;K;V;3327,667
2022.07.15 08:00:00;39X60FOGAZ00000V;39N0600008660004;2011/31;;K;V;3316,685
2022.07.15 09:00:00;39X60FOGAZ00000V;39N0600008660004;2011/31;;K;V;3327,667
2022.07.15 10:00:00;39X60FOGAZ00000V;39N0600008660004;2011/31;;K;V;3173,914
2022.07.15 11:00:00;39X60FOGAZ00000V;39N0600008660004;2011/31;;K;V;3591,245
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060001450000N;2014/20;;K;V;0,000
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060001450000N;2014/20;;K;V;0,000
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060001450000N;2014/20;;K;V;0,000
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060001450000N;2014/20;;K;V;0,000
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060001450000N;2014/20;;K;V;10,982
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060001450000N;2014/20;;K;V;0,000
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060001450000N;3403567136;;K;V;20,427
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060001450000N;3403567136;;K;V;19,329
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060001450000N;3403567136;;K;V;18,341
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060001450000N;3403567136;;K;V;22,624
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060001450000N;3403567136;;K;V;2,196
2022.07.15 11:00:00;39X60FOGAZ00000V;39N060001450000N;3403567136;;K;V;18,341
2022.07.15 06:00:00;39X60FOGAZ00000V;39N060001458000K;2011/33;;K;V;0,000
2022.07.15 07:00:00;39X60FOGAZ00000V;39N060001458000K;2011/33;;K;V;0,000
2022.07.15 08:00:00;39X60FOGAZ00000V;39N060001458000K;2011/33;;K;V;0,000
2022.07.15 09:00:00;39X60FOGAZ00000V;39N060001458000K;2011/33;;K;V;0,000
2022.07.15 10:00:00;39X60FOGAZ00000V;39N060001458000K;2011/33;;K;V;0,000
