Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2023.01.05 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1281,020;K;V;13512,81300
2023.01.05 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1423,950;K;V;15020,50800
2023.01.05 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1403,450;K;V;14804,26400
2023.01.05 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1504,800;K;V;15873,35200
2023.01.05 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1239,230;K;V;13071,99200
2023.01.05 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1299,770;K;V;13710,59700
2023.01.05 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1196,640;K;V;12622,73300
2023.01.05 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1113,610;K;V;11746,89200
2023.01.05 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1318,060;K;V;13903,52900
2023.01.05 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1154,570;K;V;12178,95800
2023.01.05 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1237,020;K;V;13048,68000
2023.01.05 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1154,850;K;V;12181,91200
2023.01.05 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1216,210;K;V;12829,16600
2023.01.05 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1237,390;K;V;13052,58300
2023.01.05 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1401,180;K;V;14780,31900
2023.01.05 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1422,430;K;V;15004,47400
2023.01.05 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1279,239;K;V;13494,02700
2023.01.05 23:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1094,510;K;V;11545,41600
2023.01.06 00:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1260,080;K;V;13291,92800
2023.01.06 01:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1240,060;K;V;13080,74800
2023.01.06 02:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1424,450;K;V;15025,78200
2023.01.06 03:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1507,990;K;V;15907,00200
2023.01.06 04:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1405,660;K;V;14827,57600
2023.01.06 05:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1570,860;K;V;16570,18500
2023.01.05 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,297;K;V;17661,28800
2023.01.05 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1697,171;K;V;17902,57400
2023.01.05 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1696,700;K;V;17897,60500
2023.01.05 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1676,019;K;V;17679,45200
2023.01.05 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1700,251;K;V;17935,06300
2023.01.05 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1678,220;K;V;17702,66900
2023.01.05 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1679,703;K;V;17718,31300
2023.01.05 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1656,681;K;V;17475,46600
2023.01.05 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1658,455;K;V;17494,17900
2023.01.05 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1657,905;K;V;17488,37700
2023.01.05 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1656,731;K;V;17475,99300
2023.01.05 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1656,831;K;V;17477,04800
2023.01.05 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1679,296;K;V;17714,02000
2023.01.05 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1656,486;K;V;17473,40900
2023.01.05 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1657,699;K;V;17486,20400
2023.01.05 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1658,930;K;V;17499,18900
2023.01.05 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1682,138;K;V;17743,99800
2023.01.05 23:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1660,195;K;V;17512,53300
2023.01.06 00:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1681,213;K;V;17734,24100
2023.01.06 01:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1681,245;K;V;17734,57900
2023.01.06 02:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1703,355;K;V;17967,80500
2023.01.06 03:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1703,502;K;V;17969,35600
2023.01.06 04:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1701,285;K;V;17945,97000
2023.01.06 05:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1720,760;K;V;18151,40200
2023.01.05 06:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;501,821;K;V;5293,44900
2023.01.05 07:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;412,446;K;V;4350,67800
2023.01.05 08:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;392,781;K;V;4143,24200
2023.01.05 09:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;443,228;K;V;4675,38200
2023.01.05 10:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;414,962;K;V;4377,21800
2023.01.05 11:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;368,907;K;V;3891,40800
2023.01.05 12:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;323,532;K;V;3412,77100
2023.01.05 13:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;241,480;K;V;2547,24700
2023.01.05 14:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;305,960;K;V;3227,41300
2023.01.05 15:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;314,725;K;V;3319,87000
2023.01.05 16:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;338,248;K;V;3568,00200
2023.01.05 17:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;326,043;K;V;3439,25800
2023.01.05 18:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;314,422;K;V;3316,67400
2023.01.05 19:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;422,737;K;V;4459,23300
2023.01.05 20:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;387,887;K;V;4091,61800
2023.01.05 21:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;358,152;K;V;3777,95900
2023.01.05 22:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;355,545;K;V;3750,45900
2023.01.05 23:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;367,396;K;V;3875,46900
2023.01.06 00:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;318,124;K;V;3355,72500
2023.01.06 01:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;275,971;K;V;2911,07400
2023.01.06 02:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;314,821;K;V;3320,88300
2023.01.06 03:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;259,870;K;V;2741,23300
2023.01.06 04:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;344,519;K;V;3634,15200
2023.01.06 05:00:00;39X60TIGAZ00000B;39N112580169000F;K46950600006747;310,117;K;V;3271,26300
2023.01.05 06:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;367,457;K;V;3998,12700
2023.01.05 07:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;370,658;K;V;4032,95500
2023.01.05 08:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;393,024;K;V;4276,30900
2023.01.05 09:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;360,083;K;V;3917,89400
2023.01.05 10:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;395,993;K;V;4308,61400
2023.01.05 11:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;459,336;K;V;4997,81900
2023.01.05 12:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;457,481;K;V;4977,63600
2023.01.05 13:00:00;39X60TIGAZ00000B;39N112580240000S;K26950900007057;452,575;K;V;4924,25600
