Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2023.01.11 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1362,160;K;V;14382,09000
2023.01.11 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1547,030;K;V;16334,00300
2023.01.11 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1690,850;K;V;17852,49700
2023.01.11 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1301,660;K;V;13743,31300
2023.01.11 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1444,810;K;V;15254,73400
2023.01.11 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1362,040;K;V;14380,82300
2023.01.11 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1628,410;K;V;17193,23700
2023.01.11 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1505,380;K;V;15894,25000
2023.01.11 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1340,540;K;V;14153,82000
2023.01.11 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1218,730;K;V;12867,71400
2023.01.11 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1361,600;K;V;14376,17800
2023.01.11 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1280,650;K;V;13521,48400
2023.01.11 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1281,650;K;V;13532,04200
2023.01.11 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1323,530;K;V;13974,22300
2023.01.11 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1324,199;K;V;13981,28700
2023.01.11 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1365,220;K;V;14414,39900
2023.01.11 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1180,250;K;V;12461,43100
2023.01.11 23:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1262,590;K;V;13330,80100
2023.01.12 00:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1345,260;K;V;14203,65500
2023.01.12 01:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1324,460;K;V;13984,04300
2023.01.12 02:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1447,390;K;V;15281,97400
2023.01.12 03:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1324,310;K;V;13982,45900
2023.01.12 04:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1282,970;K;V;13545,97900
2023.01.12 05:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600005894;1304,330;K;V;13771,50400
2023.01.11 06:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1673,386;K;V;17668,10700
2023.01.11 07:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1697,119;K;V;17918,68700
2023.01.11 08:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1676,110;K;V;17696,86800
2023.01.11 09:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1680,637;K;V;17744,66500
2023.01.11 10:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1680,240;K;V;17740,47400
2023.01.11 11:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1658,609;K;V;17512,08700
2023.01.11 12:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1681,063;K;V;17749,16300
2023.01.11 13:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1655,554;K;V;17479,83200
2023.01.11 14:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1655,131;K;V;17475,36500
2023.01.11 15:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1654,136;K;V;17464,86000
2023.01.11 16:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1674,592;K;V;17680,84000
2023.01.11 17:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1696,142;K;V;17908,37200
2023.01.11 18:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1718,122;K;V;18140,44300
2023.01.11 19:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1718,349;K;V;18142,84000
2023.01.11 20:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1718,867;K;V;18148,30900
2023.01.11 21:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1719,843;K;V;18158,61400
2023.01.11 22:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1721,574;K;V;18176,89000
2023.01.11 23:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1722,992;K;V;18191,86200
2023.01.12 00:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1723,075;K;V;18192,73800
2023.01.12 01:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1700,491;K;V;17954,29000
2023.01.12 02:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1722,424;K;V;18185,86500
2023.01.12 03:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1721,897;K;V;18180,30100
2023.01.12 04:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1720,349;K;V;18163,95600
2023.01.12 05:00:00;39X60TIGAZ00000B;39N1125800560006;K36950600006769;1695,881;K;V;17905,61600
2023.01.11 06:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;0,000;K;V;0,00000
2023.01.11 07:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;0,000;K;V;0,00000
2023.01.11 08:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;371,989;K;V;4024,03800
2023.01.11 09:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;416,611;K;V;4506,74300
2023.01.11 10:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;394,393;K;V;4266,39700
2023.01.11 11:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;462,917;K;V;5007,66400
2023.01.11 12:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;451,488;K;V;4884,02900
2023.01.11 13:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;390,425;K;V;4223,47200
2023.01.11 14:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;425,241;K;V;4600,09900
2023.01.11 15:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;410,585;K;V;4441,55600
2023.01.11 16:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;402,364;K;V;4352,62400
2023.01.11 17:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;390,687;K;V;4226,30600
2023.01.11 18:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;460,365;K;V;4980,05700
2023.01.11 19:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;392,059;K;V;4241,14800
2023.01.11 20:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;448,273;K;V;4849,25000
2023.01.11 21:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;366,143;K;V;3960,79900
2023.01.11 22:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;451,134;K;V;4880,20000
2023.01.11 23:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;417,081;K;V;4511,82700
2023.01.12 00:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;445,179;K;V;4815,78100
2023.01.12 01:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;417,041;K;V;4511,39400
2023.01.12 02:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;451,888;K;V;4888,35600
2023.01.12 03:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;403,721;K;V;4367,30300
2023.01.12 04:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;402,788;K;V;4357,21100
2023.01.12 05:00:00;39X60TIGAZ00000B;39N1125800650005;K36950600005514;402,788;K;P;4357,21100
