Óra;Elosztó;Mérési pont;Gázmérõ gyártási száma;Órai fogyasztás (m3);Órai fogyasztás típusa;Órai adat státusza;Órai fogyasztás (kWh)
2023.10.03 06:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;245,49;K;V;2636,54
2023.10.03 07:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;259,1;K;V;2782,7
2023.10.03 08:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;258,93;K;V;2780,84
2023.10.03 09:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;259,27;K;V;2784,46
2023.10.03 10:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;257,65;K;V;2767,09
2023.10.03 11:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;247,96;K;V;2663,05
2023.10.03 12:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;243,64;K;V;2616,65
2023.10.03 13:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;242,37;K;V;2603,05
2023.10.03 14:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;233,67;K;V;2509,58
2023.10.03 15:00:00;39X60DDGAZ00000F;39N030000261000X;000034240400001174;234,7;K;V;2520,62
2023.10.03 06:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;239,6;K;V;2573,22
2023.10.03 07:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;239,3;K;V;2570
2023.10.03 08:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;224,35;K;V;2409,52
2023.10.03 09:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;237,84;K;V;2554,36
2023.10.03 10:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;222,58;K;V;2390,44
2023.10.03 11:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;221,1;K;V;2374,52
2023.10.03 12:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;199,6;K;V;2143,71
2023.10.03 13:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;220,1;K;V;2363,79
2023.10.03 14:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;199,71;K;V;2144,9
2023.10.03 15:00:00;39X60DDGAZ00000F;39N030307824000P;000034240700005121;206,68;K;V;2219,74
2023.10.03 06:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;20,97;K;V;225,19
2023.10.03 07:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,76;K;V;201,49
2023.10.03 08:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,73;K;V;201,19
2023.10.03 09:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;19,75;K;V;212,09
2023.10.03 10:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;16,38;K;V;175,91
2023.10.03 11:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,46;K;V;198,24
2023.10.03 12:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;15,12;K;V;162,39
2023.10.03 13:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;18,26;K;V;196,06
2023.10.03 14:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;13,9;K;V;149,24
2023.10.03 15:00:00;39X60DDGAZ00000F;39N030324154000P;000034241301292214;14,97;K;V;160,78
